,id,segment_id,title,caption_segment,sentiment
434,6TfS-rTIT0Q,6TfS-rTIT0Q_2,LIVE AT THE MINNEAPOLIS PROTEST! ITS GETTING BAD,are running National Guard I can't try a VPN bro you don't this is not the time for that I don't want to get too close because I want to stream to end but I'm just gonna keep my distance you got to understand like they've they're burning down the precedent all the stores around here burned down gnashed well vino everyone in this stream chat saying National Guard comer but they've been saying that all day but [?__?] it seems more realistic now well I cause that way but we could definitely run that with oh my oh of course we're just zooming around there's a three way crash that almost happened,-1
435,lyBbg0mAmZI,lyBbg0mAmZI_1,Protesters take to streets in Philadelphia over George Floyd death,i'm ready [Applause] hey that's right [Music] it out there [Music] [Music] right use words people,-1
436,Ankx_tkmlQQ,Ankx_tkmlQQ_1,Chicago police give update on officer-involved shooting,by any questions always when there's a subject with a handgun there is some danger we think we've kind of isolated an area where he may be so we've set up a firm around that area he is known for his criminal activity by the second district and they've identified him and such as we said when the officers observed him they knew him to be wanting for an aggravated assault with a handgun we're not exactly sure we're looking at and kind of going from off the officers there observation when he fled so we set up a perimeter,1
437,Ankx_tkmlQQ,Ankx_tkmlQQ_2,Chicago police give update on officer-involved shooting,around that area no no fire he fired several rounds we recovered some casings but is still ongoing investigation right now not that we know about this time as I say it is still an active investigation and was trying to locate this subject right now he did have someone with him but it's that we don't want to go too far into that it's a ongoing investigation right now I don't want to go any further with that but he did have someone with it's a non-life-threatening injury to his knee you know sometimes I'll if I minimize it,1
438,Ankx_tkmlQQ,Ankx_tkmlQQ_3,Chicago police give update on officer-involved shooting,and then it gets worse so at this point time is just not like there I'm sure they do I'm sure and we're asking for any type of help from the community yeah as usual the CPD tip comm we always ask for that area one is right here 51st Street we asked for help with and we'll provide the number for area one detective division so anyone who knows this individual or sees this individual not at this time not yet that'll be forthcoming the world he as I said he's a known subject to the second district officers,-1
439,Ankx_tkmlQQ,Ankx_tkmlQQ_4,Chicago police give update on officer-involved shooting,known for his criminal activity and they knew that he was wanted for an aggravated assault with a with a firearm they attempted to stop when he when they approached him he's fired at several times he was on the street when it happened he was on the street when they observed I have to fire that then took off one yes [Music],1
440,JG4UG0M654s,JG4UG0M654s_1,"LIVE NOW: CAUTION! Possible barricade situation at a Fort Lauderdale, Florida hospital",enough yeah when the president starts to speak we'll take a listen we'll be watching that for you Walgreens also taking action the company says its pharmacies will stock narcan med spray reverses the effects of an overdose a spokesperson for Walgreens says they hope to make it easier for families and caregivers to help loved ones in crisis here in the valley Sheriff Paul Penn zone is looking to transform the infamous tent city jail he wants to now use the facility as a treatment center to help more than 500 inmates who are struggling with the opioid addiction,-1
441,JG4UG0M654s,JG4UG0M654s_2,"LIVE NOW: CAUTION! Possible barricade situation at a Fort Lauderdale, Florida hospital",a sheriff in zone says that the program already exists but they're just relocating the headquarters and any renovations to that building will not use taxpayer money brand new information about a missing mother and her three-year-old son police just told us that the two have been found 21 year-old Tukwila Wilson and her son Marcellus had been missing for almost two weeks authorities are not saying where they were found but they are saying that they are safe this morning fix smoke coming from the roof of a valley home you can see it for miles air 15 capturing,1
442,JG4UG0M654s,JG4UG0M654s_3,"LIVE NOW: CAUTION! Possible barricade situation at a Fort Lauderdale, Florida hospital",that scene from the sky take a look from above here firefighters worked hard to contain those flames this is in south Phoenix and 15th Avenue and Olney just south of Dobbins we're told the homeowner was inside when that fire started and that person has been taken to the hospital as for damage to the home that appears to be serious,1
443,y7QCZz7YA_E,y7QCZz7YA_E_1,NTA LIVE,this book so found these pictures of other Cameroonian soldiers wearing the safe a curry also questioned why the soldiers are not wearing the standard comm heavy helmet bulletproof vests and is that yes were not out on patrol they were just a few hundred meters away from the combat,-1
444,kDK4vxLLGkE,kDK4vxLLGkE_1,HAPPENING NOW,investigation revealed that a domestic incident had occurred where one shot was fired nobody was injured in the incident all subjects are in custody the violent crimes unit and the crime scene unit are currently on scene conducting the investigation we ask if you have any additional information regarding the incident or call jso at 630 0 500 or crime tips jso i think it's jso crime tips at jacksheriff.org how many people are in custody two i can't see you male or female yes a male female one male 1 female in custody yes ma'am do you know the,1
445,kDK4vxLLGkE,kDK4vxLLGkE_2,HAPPENING NOW,relationship between the two that's that's still our investigation this time one gunshot fired one did it strike anything i believe it just went through a door frame that didn't hit anyone were any of the suspects staying at the hotel uh that we don't know at this time yes i can't see you thank you you're too great thank you thank you nice to meet you,1
446,2HKqTrvp2Q4,2HKqTrvp2Q4_1,?? Indonesia: clashes and fires in demonstrations against a labor law.,indonesia clashes and fires in demonstrations against a labor law thousands of protesters set fire to police stations in jakarta and several other cities in indonesia on thursday during violent protests against a new law that curbs workers rights tens of thousands of indonesians demonstrated in major cities across the southeast asian archipelago and clashed with police to protest the new legislation denounced by unions and environmental activists police used tear gas in the capitol and carried out more than a thousand arrests said yes reunis the spokesman for the jakarta police force among those arrested who have all been,1
447,2HKqTrvp2Q4,2HKqTrvp2Q4_2,?? Indonesia: clashes and fires in demonstrations against a labor law.,tested for covet 19 34 have tested positive according to the official adding that they will be isolated and tested again police did not authorize the protests citing the risk of covid 19 contamination some 13 000 members of the security forces had been deployed in and around the capital to prevent the arrival of workers and students who wanted to demonstrate in front of the presidential palace and parliament anger against parliament but the young people crossed the roadblocks after clashes and converged on the center of the city failing to reach parliament undestroyed government buildings set fire to,1
448,2HKqTrvp2Q4,2HKqTrvp2Q4_3,?? Indonesia: clashes and fires in demonstrations against a labor law.,traffic police stations and bus stops afp journalists observed in several other towns protesters directed their anger at local parliaments such as surabaya bandung and makassar we want the law to be overturned muhammad sahara told afp and bandung west of the island of java this legislation hurts indonesians and not just workers like me indonesia has a relatively protective labor code compared to other asian countries with minimum wages and penalties for dismissals the government hopes that the new law hold the omnibus law which aims to reduce bureaucracy by amending dozens of existing laws affecting the environment taxation,1
449,2HKqTrvp2Q4,2HKqTrvp2Q4_4,?? Indonesia: clashes and fires in demonstrations against a labor law.,labor law and environmental standards will encourage foreign investment then that the country is about to enter a recession airline a hard tardo coordinating minister of economic affairs underlined in presenting the text voted on monday that indonesia needs simplification synchronization and reduction of regulations but labor unions and environmental groups denounce the law which amnesty international called catastrophic for workers they are protesting in particular against a reduction in indemnities in the event of dismissal and a reduction in the obligations of companies on long-term contracts indonesians have also widely expressed their anger online on social media hackers blocked,1
450,2HKqTrvp2Q4,2HKqTrvp2Q4_5,?? Indonesia: clashes and fires in demonstrations against a labor law.,the parliament's website and changed its name to the council of traders fellenkine head of the environmental organization mighty earth said the new legislation would legitimize unchecked deforestation you,-1
451,xtIJXYaYVO8,xtIJXYaYVO8_1,Trump walks to St. John&#39;s parish amid rioting near by,if I we have a great country that's my thoughts this country is great won't take long it's not gonna take them off to see what's going on it's coming back it's coming back strong it'll be greater than ever before okay thank you very much the greatest country in the world thank you very much everybody keep it nice and safe Oh,-1
452,wUEg8YH2HaE,wUEg8YH2HaE_1,Donald Trump Protest March San Diego 11/9/2016,tryna like a cool I can you sweet hey I can actually likes me to the correct account yeah I think I figured it out i don't think we have subscribers I think so here we are okay,-1
453,Dsbc2bc_T3w,Dsbc2bc_T3w_1,LIVE from the California state capitol: CHP monitoring man with knife,take our time so obviously like I said we want to resolve it safely so we're just gonna play it by ear talk to the subject and try to keep everybody calm and just keep doing this and they said this is not a hostage situation so the man in the white shirts not being held against corrected oh not a hostage situation I don't perfect so what I can do you guys if you'd like is so I just got here obviously what I could,-1
454,ifrRsvyOsxA,ifrRsvyOsxA_1,?? Stock Market Today: Political Chaos and Impeachment - And Markets Don&#39;t Care?,all right so let's take a look here's what happened in the stock market today wednesday january 13th and we're going to do it in four minutes or less well political chaos but stocks didn't do much today and just went sideways let's take a look at the indices so as you can see the dow is down 31 points but there's this little blip basically nothing right i mean 0.01 percent uh the s p moving on to the next chart the smp really just up slightly uh 0.23 so as you can see pretty much also around unchanged,-1
455,ifrRsvyOsxA,ifrRsvyOsxA_2,?? Stock Market Today: Political Chaos and Impeachment - And Markets Don&#39;t Care?,and then finally we have the nasdaq and the nasdaq is the winner today this wasn't too difficult but up 0.63 so up slightly because over the last few days the nasdaq has been going down but you see overall it was a really lackluster trading here we see the intraday day intraday chart so here is where we opened this morning and as you can see pretty much just going sideways sideways sideways all day long so what happened today well first of all shares of alibaba moved higher today as you can see up 4.3 after the wall,-1
456,ifrRsvyOsxA,ifrRsvyOsxA_3,?? Stock Market Today: Political Chaos and Impeachment - And Markets Don&#39;t Care?,street journal reported that this chinese company will not be banned from the us exchanges and as you know there were some talks that chinese companies will be banned from u.s exchanges and alibaba seems to be exempt from this so up 4.3 today and then we had some musical chairs today and uh what do i mean by this well this here is intel and shares of intel as you can see skyrocket today so they popped up more than 12 in pre-market and closed almost up 7 after reports that the ceo bob swann would step down effective,-1
457,ifrRsvyOsxA,ifrRsvyOsxA_4,?? Stock Market Today: Political Chaos and Impeachment - And Markets Don&#39;t Care?,february 15th and he will be replaced by vmware's ceo pat gelsinger and vmware didn't like that at all as you can see william we're down so intel up vmware down uh actually uh seven percent six point nine eight percent so what are traders focused on right now well there are two things well first of all on friday earnings season is kicking off and we will learn how companies did in the previous quarter when we had all these new coronavirus cases and they were on the rise and then we also have number two political concerns political,-1
458,ifrRsvyOsxA,ifrRsvyOsxA_5,?? Stock Market Today: Political Chaos and Impeachment - And Markets Don&#39;t Care?,chaos you see the house of representatives asked the vice president mike pence last night to invoke the 25th amendment to remove president trump from the power but mike pence refused so the house is voting on impeachment today and uh next week we have inauguration day and uh after last week's violent protests at the capitol there are a lot of concerns over more unrest now the white house press office released a statement uh today from president trump in which he asked his supporters to be peaceful at demonstrations around the country but will they listen and uh,1
459,ifrRsvyOsxA,ifrRsvyOsxA_6,?? Stock Market Today: Political Chaos and Impeachment - And Markets Don&#39;t Care?,if you see more violence next week it could definitely send markets sharply lower but you see for now markets are just in a weight and see pattern and are desperately looking for impulses as you can see not going anywhere anyhow so uh this wraps up today's stock market news in four minutes or less and it just took us uh what three and a half minutes anyhow keep in mind always trade what you see and not what you think and i will see you in the next video take care,1
460,0cvUmtO3GlY,0cvUmtO3GlY_1,Live Argentina and Chile  Protest,then rather challenge of his first people in Santiago with the leaders for the month-long demonstrations over social inequality on Thursday Chile's Congress approved a trend among under constraint which is right Morris at the end on football random weather the Constitution which has been a key command and not a clue the Constitutional Assembly the Garrity's gender parity teach but most people here say they don't touch their politicians - two months since massive protests economic equalities here began and while the government has offered some concessions including a race histories and pensions the producer and people elsewhere say,1
461,T_Y10rAyFbA,T_Y10rAyFbA_1,Live Stream Seattle Protests | West Precinct | Front Line,all right ladies and gentlemen we are live at the east um not precinct i mean obviously that's closed right now but we're on capitol hill you know i'm bo i love jesus we just we just prayed for ashley who's standing behind the barricades right there and she's awesome we asked someone else and he said no i don't want prayer and no worries you know we bless and release right here but holly is right here my good friend and hey holly do tell the audience is watching right now what what what's going on over there so,-1
462,T_Y10rAyFbA,T_Y10rAyFbA_2,Live Stream Seattle Protests | West Precinct | Front Line,aaron and i saw a couple firefighters and we decided to go and pray for him and as we were doing that this gentleman walked up and he joined in with prayer and when we asked him you know you know thank you for joining in with us and he said i was just praying this morning asking god you know where my christian brothers and sisters at and when i walked up on these bikes it was an answer to my prayers because i saw that my brothers and sisters had shown up so aaron's talking with him right,-1
463,T_Y10rAyFbA,T_Y10rAyFbA_3,Live Stream Seattle Protests | West Precinct | Front Line,now and of course it turns out he's a veteran what what what oh this is ridiculous and uh he's wanting to start his own non-profit to help other veterans because of what he's seen here and so now him and aaron are talking about logistics and how that how that whole thing works dang that is so awesome what's been going on through your mind today mariah just you know waiting for what's next just way i'm ready right on that's right that's right that's right hey uh all right well um oh oh oh i have the ability,-1
464,T_Y10rAyFbA,T_Y10rAyFbA_4,Live Stream Seattle Protests | West Precinct | Front Line,to put a lower third on there hey look there's text down below that says beau chevasu almost as if i know what i'm doing i really don't hey follow along with us as we walk through capitol hill i've been through these neighborhoods before it looked very different before there were not barricades there weren't loudspeakers there weren't it was very very different but you know what we're just here to see what god does as simple as that follow along with us and we hope that uh you guys will uh pray with us when we pray and,-1
465,T_Y10rAyFbA,T_Y10rAyFbA_5,Live Stream Seattle Protests | West Precinct | Front Line,i hope that uh you guys will also share this as well to encourage others to um yeah to shine god's light let's go listen in okay all right so we are live right now so so so don't say anything that could be used in a court of law okay erin i am definitely not illegally parked can we go ask ashley if she can be our tour guide we're good friends now no no hey ashley uh wait can we can we get through here is that cool is that okay or not okay oh cause we cause,-1
466,T_Y10rAyFbA,T_Y10rAyFbA_6,Live Stream Seattle Protests | West Precinct | Front Line,we got chips we're from the country oh we're from the country i don't know they're spicy chicks okay what other rules do i got to know don't roll on people's faces okay amplify,-1
467,OSewS7-eb8U,OSewS7-eb8U_1,Live at the George Floyd Protest - Minneapolis MN.,[Applause] being away [Applause] frisbee no there we go awesome veno [Music] [Music] just like we're gonna remember those of you Oh it's weird I did this the thing ended in [?__?] the life ended NIDA restarted instead of room was still in here and then all the booze dropped down to 32 wasn't good people are climbing fences [Applause] they're breaking windows oh [?__?] where's your house session should we go to your huh vino vino we know vino get up doing whatever bro my [?__?] phone is soaked why is it only say 11 feet I think there's something wrong to stream layer 3 started,1
468,Jg_kcxBYW3I,Jg_kcxBYW3I_1,LIVE: #AfricaLive 10GMT 18/05/2019,people dead in code very competitive hello and welcome to Ithaca live as always great to have you with us I'm Richardson top headlines this hour why restrictions on joining the breaking of the Ramadan fast in Egypt what is being described as inter-community of the bowel lie and the D Allah tribes on Wednesday at the town of Bhumi in a country of 25 million people with dozens of ethnic groups after the launch of Operation fire in 2015 the region has it for neutralizing threats posed by jihadists in the largest say hell region security operations against militants,1
469,Jg_kcxBYW3I,Jg_kcxBYW3I_2,LIVE: #AfricaLive 10GMT 18/05/2019,has seen over the rather the military against accusations of extrajudicial killings and let's fight against terrorism I would like to remind you that our national anthem vengeance it has sent leaving many residents dead others as a woman all of us are not happy because one of our grandmother's is rather they have destroyed the whole village now the whole place is empty this is attributed to security patrols by UN peacekeepers who's ever and human rights groups are also back and this has excited civilized to there now we can see people moving around freely the situation in,1
470,Jg_kcxBYW3I,Jg_kcxBYW3I_3,LIVE: #AfricaLive 10GMT 18/05/2019,February where most people displaced due to some disturbing situation me that used to be here has since cooled out and we are now safe assuring this lasting peace in this region Joan weak to demand the removal of the nation's ruling elite on Friday brain tear gas at protesters from a ton removal of all officials belonging to the Oracle for the 4th of July but there are reports that this could be delayed due to lot need for the fourth consecutive more on that in stakeholders to sit to the negotiating table in order to de-escalate the ongoing,1
471,Jg_kcxBYW3I,Jg_kcxBYW3I_4,LIVE: #AfricaLive 10GMT 18/05/2019,crisis Anika Lee had a bow in mass flow of Libyan refugees Finizio 11 the situation required in less than two months in Libya at the magazines and Libyans living on border regions we share the same culture tradition and tato in the logistical,1
472,IpVEe9y5wio,IpVEe9y5wio_1,Portland Oregon protests live,all right everyone so no one's on here right now because this is the channel that doesn't have a lot of subscribers so down here at the protest and some dude dogging me anyway so we're down here it's early nothing's going on yet and we'll see how this works out I don't know people protest and it seems kind of mellow like I was saying in the video there's not a lot of going on there's not a lot of things going on outside this little area it's actually kind of mellow hey I got five people normally get,1
473,IpVEe9y5wio,IpVEe9y5wio_2,Portland Oregon protests live,about 200 by now on my other channel but right now this is the this is just the vlogging channel so might the riots Bradley Dean how are you so for those of you on here watching this what I'm gonna be doing I'm just kind of letting you know that in a couple hours or an hour so when this starts going off I'll be live-streaming it okay if it goes off like it has been for almost every single night so yeah that's what I'm doing right now sorry if I'm not answering things I can barely read,-1
474,IpVEe9y5wio,IpVEe9y5wio_3,Portland Oregon protests live,them Thanks my favorite Shannon well yeah so what's really weird about this protest is you see everything going on night but I'm seeing like grandparents coming here so yeah it's like it's like grandparents coming here and just you know like like it's a night out like a quick barbecue or something like that it's kind of weird but we'll see I don't know what time it starts but it usually seems like things go off right after dark so we'll see how that pans out it's got to be close to 8:00 right now I can't even see,-1
475,IpVEe9y5wio,IpVEe9y5wio_4,Portland Oregon protests live,but we'll find out but do me a favor in probably about an hour I'm to be live streaming this so if you can't share this get more people on the live stream it'll be on in about an hour when it gets dark okay so this is kind of like a little precursor all right everyone I'll see you in about an hour if I can figure out and turn this off,-1
476,adgTNTlG_Z4,adgTNTlG_Z4_1,Protest Live!!! Los Angeles. CALIFORNIA,just pretty much you know show you guys what's going on out here man have your own beliefs or whatever you know again i might uh encourage you to anything but you know i'm just out here uh you know so [Music] so [Music] [Music] so a little closer i'm getting closer guys i'm out here fairfax los angeles california that's my documentary so you,-1
477,M9aISPUif3k,M9aISPUif3k_1,Live pre riot Victorville CA W/ HDCW,oh I'm out here live a tough one they are smashing the [?__?] out these cost windows they're going after these cops here come some more ago and now they saying let's go to Walmart yep and here here they come they come here comes more sequels I'm live right now [Music] here come the blue line suckers oh no if they're going the other way yeah they're taking off the other way the nd they're ditching Walmart they ditch in Walmart so we got part of the watchers over there and we got the doers over here but they,1
478,M9aISPUif3k,M9aISPUif3k_2,Live pre riot Victorville CA W/ HDCW,start over here show you all the [Music] all the glass over here smash down little piggy windows there you go it's all glass from little piggy windows sorry wrong way so it looks like they're getting ready to storm Walmart I'm gonna go ahead and get up here and get it set up looks like some are willing somewhere for walking away after stopping all righty looks like they're not going home are y'all so I'm going to go ahead and cut this like heat I'll keep the static going though,-1
479,#NAME?,#NAME?,Live India  Protest Resume,war crimes in Palestinian terrific Palestinian musician Bailey plan but he says neutral Israelis and Palestinians so tea having charges filed against them those are your headlines so far today the news continues here on al-jazeera after the inside story [Music] [Applause] [Music],1
480,73Y7W03HmXY,73Y7W03HmXY_1,PROTEST IN OUR CITY  | THIS IS CRAZY !!! COME CHAT,[Music] [Music] [Music] he they telling me they ended up in the president selling them up in their [Music]  up just because from a broken neck on the police because and you still you still show me in this lady's name three years the Mose [Music],1
481,t99PxaMhF-w,t99PxaMhF-w_1,LIVE: Protesters marching in the streets | Detroit Michigan | End Police Brutality | BLM |,but we don't want official recognizing green lights to recognize [Music] [Music] green light,1
482,yvoejrTe9Jo,yvoejrTe9Jo_1,NTA Live TV,circuit could be used in detail President Muhammadu Buhari on the nine by 2019 approved it no promotion for three offices in recognition of their and efforts in fighting insurgency the sofas not make a difference in shining gems everybody's coming together to decide what to do to ensure that security is adequate and that everyone is in feels do Birla it's he admitted I did not continue to support that come on out there woman can do G come on Abdullah American Bridge expressed optimism that he will not fail Nigerians hari command is succeeding the statement says the,-1
483,yvoejrTe9Jo,yvoejrTe9Jo_2,NTA Live TV,news reports published by one of the national dailies on Saturday the 13th of July 20 1973 from the Emperor were attacked is not true the command set menta that was born into Jorah where more than 50 people died in the attack that was blamed on an airstrike by forces loyal to a warlord general Khalifa Haftar but generous forces accused the government side of shell in the center most of the dead are believed to be sub-saharan Africans who we are attempting to reach Europe from Libya the Commission said it hoped he found a place,1
484,hqu0mYLQZ_s,hqu0mYLQZ_s_1,No CAB,[Music] [Music] [Music],-1
485,p00o36RoXPM,p00o36RoXPM_1,GERORGE FLOYD AUSTIN PROTESTS RIOTS,[Applause] oh [Music] oh [?__?] bro i just got [?__?] tear gas my guy oh my god oh my god oh sh this shit's getting crazy bro oh my god oh [?__?] [Music] [Applause] oh [?__?] oh hell no let's go let's just stay over here let's just stay over here stay over here i'm literally not even close to it it's over there it's over there [Music] i'm literally i'm not even doing i'm just dicks there's no reason to be don't get tear gas bro hell not getting [?__?] seer guys my guy i gotta ask twice [Music],1
486,p00o36RoXPM,p00o36RoXPM_2,GERORGE FLOYD AUSTIN PROTESTS RIOTS,[Applause] [Music] is dicks you gonna get arrested hell no [Music] he's really good at basketball remember when i used to play on texas he was on the older team,1
487,G7od1PB2enk,G7od1PB2enk_1,Live India Protest This Is Big Protest Never Happen Before,[Laughter] quietly eventually arriving at the barriers they've been arrested those coaches that you can see behind me is a grace I think one by one they were loaded onto buses and driven away each denouncing the police civil society leader you get very young of and many Communist Party leaders were some of a high-profile arrests those taken from here were released later while others were detained does the Indian cities from New Delhi to Lucknow from Mumbai to junggigo Calcutta saw some of the largest demonstrations on a national day of anger as it was being called against,1
488,G7od1PB2enk,G7od1PB2enk_2,Live India Protest This Is Big Protest Never Happen Before,the new immigration law Hyderabad police had their hands full taking the demonstrators away to be processed or charged politician for West Bengal has awarded for the bjp-led government the politicians will only be the catalyst and it's an upheaval of people the first part we will not accept this law and the second part is that at the first ever the opportunity when it comes with the button they will go to BJP the authorities are not taking any chances while the demonstrations growing strength impose restrictions banning gatherings of more than four people and cutting Internet and mobile,-1
489,G7od1PB2enk,G7od1PB2enk_3,Live India Protest This Is Big Protest Never Happen Before,services in southern areas the protesters here say they want the government to scrap the new law and their anger will likely go on until that happens but it'll be up to those in power to determine how they deal with that anger and resentment in the days ahead so Robin al-jazeera New Delhi thousands of Sudanese people were marking a year,1
490,1oKDr16ZxQ0,1oKDr16ZxQ0_1,Live Protest 2 Victorville CA W/ HDCW,[Music] [Applause] [Music] [Applause] [Music] your dad you one right here later buddy see what's going on there looks like they've got the storm on our radio other license they get their California v amount [Music],-1
491,cbzH_StPQbw,cbzH_StPQbw_1,Saad Rizvi Arrested protest | Humdosh Adnan |,foreign [Music] [Laughter] we are living here in pakistan and we really love from the core of uh in over motherland but if you want that you can see in the entire world that entire world going to block their countries yes,-1
492,Yfg_IemrmZo,Yfg_IemrmZo_1,Bolivia Protest,the parts of Bolivia and the streets leading to the capital La Paz are no exception protesters say will lady Brett but Pope is like this one are preventing gas diesel and some food items from reaching the city before here say that they want to repeat what indigenous leader to socket that he did when he shuts down all accesses to the capital of us well they're saying that we want to do exactly the same right now support the resignation in 81 was to isolate la possible fight for independence from Spain siege was the tactic also used,-1
493,Yfg_IemrmZo,Yfg_IemrmZo_2,Bolivia Protest,in more recent times in 2003 then president Gonzalo Santiago Saleh was also forced out of office after massive demonstrations that closed the capital whenever model is out of the country and an interim administration in place security forces claim they won't allow the past to me anything the violence needs to stop Bolivia is risen - it is a good country even what LS is gone and what are we going to do about it I would like to see people unite and find out candidate for elections stop throwing rocks we are killing one another among Bolivians and,1
494,Yfg_IemrmZo,Yfg_IemrmZo_3,Bolivia Protest,elections will come and we won't have a candidate violence needs to stop he attempt to block in La Paz happened as the interim government is negotiating this party for new elections within the masked party with the government for new elections like people within the party led by Evolis I personally these people with thirds and everything it's not to any consensus with the girls some type of consensus appears to be the only way out the current crisis a crisis that has this Andean nation 37 are Jesse yeah el alto bolivia alright let's go chase now on would use our fault,-1
495,ieWhGZSjyEY,ieWhGZSjyEY_1,Live Hong Kong Protest Resum Again,as well and we've also seen right for these women to the shopping mall and arrest shoppers now the whole idea of this protest is to disruption in a bid to force the government to take notice of this protest and to meet in protest and demand now it's also aimed at curbing economic activity that protesters see and mainly beneficial to mainland Chinese and not people of Hong Kong over a thousand people have been arrested the Indians that are produced since protests began over a new citizenship or,1
496,fsa1Bbyb6mQ,fsa1Bbyb6mQ_1,Protest In Detroit,good boy Trey little and it cut it was good I odd on [Music] was good yeah every time I go live let's say I say listen will happen oh yeah yeah appreciate y'all how y'all doing though comment hey comment y'all city though I want y'all to comment y'all city below somebody said people don't know they protesting with a future celebrity people been coming up to me so far though but I've been kind of low-key though yo check out this side on me let me show you a hold on Alaska let's go somebody ain't from Alaska,-1
497,fsa1Bbyb6mQ,fsa1Bbyb6mQ_2,Protest In Detroit,[Music] Italian ability of Michigan [Music] thank you appreciate that so I'm fighting for let me show you how to sign them,-1
498,0STD0cZq4-o,0STD0cZq4-o_1,NY PROTEST LIVESTREAM #georgefloyd #protest #nyc #livestream,[Applause] [Applause] what something some air so heard the right way hey Daniel what's up that's gone thank you [?__?] shoot enough gun oh god it's bringing guys whose parent got a bad life who's framing guys guys hold on I have to polish the string I need like 60 seconds okay just hold on for one second hey guys um I just need I need to end this stream for a second I uh I forgot to do some just hold on I'm gonna start the stream up in a few minutes again sorry about that,1
499,HESWpxBs-Z0,HESWpxBs-Z0_1,Anti-police &quot;Kill the Bill&quot; protests take place in Bristol,[Music] [Applause] [Music] i'm [Applause] [Music] [Applause] is [Applause] [Music] [Applause] oh and they got it they just called chelsea oh [Applause] [Music] [Applause] is [Applause] [Applause] [Applause] [Music] ah [Music] [Applause] [Music] oh [Applause],-1
500,oNWzLwvU0NE,oNWzLwvU0NE_1,Live Hong Kong Protest,development hasn't been much that Apple's your posterity will swear Hong Kong colleges base we believe is our loard hands and situated there are going to deny any access and again the practices or the organising sensitive they want to de facto match so the moment is peaceful that they do much but do expect the police to they've also found a number of festivals and fairs and events over the next couple of weeks to support Chinese New Year they've their cattle the fireworks which is an annual display they've also canceled there's a heavy security presence and around,-1
501,oNWzLwvU0NE,oNWzLwvU0NE_2,Live Hong Kong Protest,Hong Kong at the moment so because the protesters have said they want to wrap up their campaign perch? his pit it is assigned a big clamping down better at the moment these protesters are showing no sign of pulling back as we enter the new year 2020 heavy snowfall in parts of Afghanistan has killed dozens of people in recent weeks our correspondent embers Robbie went in Herat province in the West where people facing harsh conditions are appealing for help,1
502,KInzT5NrQ0U,KInzT5NrQ0U_1,Live India Protest,Narendra Modi's government days even with the theory of the Constitution so please get full protection [Applause] maybe political analysts say the legislation could have a lasting impact on the social fabric of India Archer we're up al Jazeera we mostly dance and Suchi has dismissed accusations that her country sound,-1
503,Zi4Zbmz2Yus,Zi4Zbmz2Yus_1,Live India Protest 30 People Died,opposition at more than 20 people have been killed in clap she's with a security important critics say the government is suppressing dissent with heavy-handed tactics from tear gas to internet bans the authorities say they won't accept arson vandalism and attacks on police the protesters have various grievances from those who don't want my greater than neighboring countries becoming citizens as the law allows and those I think the exclusion of Muslims from the law is blatant discrimination people are getting gathered around and then they will continue kill my pepper,1
504,TMRdb7Goxgs,TMRdb7Goxgs_1,???????€ ??????????????? ???????????? ??????,oh,-1
505,YOSS2ABWXM0,YOSS2ABWXM0_1,Live Iraq Protest,ease of sabotage in iran tensions rose dramatically over the weekend as american warplanes carried out airstrikes against militia targets in iraq and syria at least 25 fighters were iranian hezbollah for a rocket attack on friday that killed an american civilian in the northern city of kirkuk donald trump points the finger at neighboring iran iran killed an american contractor he tweeted this morning we strongly responded and always willed the straight attack on the us embassy in iraq they will be held fully responsible he also warned iraq to do more to protect the embassy but iraq's government,1
506,YOSS2ABWXM0,YOSS2ABWXM0_2,Live Iraq Protest,is in a bind the us is still an ally in the fight against state but its relationship with iran is much closer the embassy is not thought to be in any immediate danger but american reinforcements have already arrived u.s marines passed the special crisis response unit making the short journey from a base in nearby kuwait paul adams bbc news we will have more on those tensions,1
507,sfmUT857Nh4,sfmUT857Nh4_1,#riot #Portland #dailyVlog,you back y'all back live in this [?__?] man see what it is man 5 volt we're crazy roads oh shoot that's military bait [Applause] it looked like military right there that looked like military oh no they're with us right here them dudes right there oh okay I'm like oh [?__?] realtor over [Music] they can suit it up [Applause] [Music] [Applause] [Music] that's good [Laughter] [Music] no justice enough to show that's what this is all about y'all [Music] come on let's go [Music] [Music] they just left okay they just flashed up got the waiter they're just,-1
508,sfmUT857Nh4,sfmUT857Nh4_2,#riot #Portland #dailyVlog,pushing up this way do your thing [Music] oh hey useless now look this way better than that oh they'll be looking at my back way better than that oh [?__?] all right yeah yeah yeah yeah yeah let's get to the truck because before I start [?__?] my [?__?] up be did you hear what I said truck something my car parts are puffy cars that were over here parked right here they don't matter where we [Music],-1
509,sZF5k3B8lvs,sZF5k3B8lvs_1,Live Iran Oli Protest,in the southern city of Abaddon in hoses on Provence overnight here CTV announced a number of individuals it described as unknown elements fired into crowds of people injuring some the shop of this news is yet to sink in here with the new prices motorists now pay about 30 that's a three-fold increase the government expects to earn 2.5 billion dollars from the price increase and says that it will help millions of families in need first payments will be handled within the next week or take days and transfer to the families in 100 years to President believes,-1
